name,category_main,category_sub,price_text,price_value,old_price_text,old_price_value,unit,discount_percent,sku_or_code,product_url,image_url,local_image_path,description,source,error_note
"Thùng 24 chai nước khoáng La Vie 350ml","Bia, nước giải khát","Nước suối","75.000₫","75000","","","24 chai","","","https://www.bachhoaxanh.com/nuoc-suoi-khoang/thung-24-chai-nuoc-khoang-la-vie-350ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/76403/bhx/76403_202411111622410354.jpg","assets\bhx-images\thung-24-chai-nuoc-khoang-la-vie-350ml.jpg","","bachhoaxanh.com",""
"Thùng 24 chai nước uống i-on kiềm Akaline I-on Life 450ml","Bia, nước giải khát","Nước suối","138.000₫","138000","","","24 chai","","","https://www.bachhoaxanh.com/nuoc-suoi-khoang/nuoc-khoang-i-on-life-chai-450-ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/83578/bhx/83578_202411111628583921.jpg","assets\bhx-images\thung-24-chai-nuoc-uong-i-on-kiem-akaline-i-on-life-450ml.jpg","","bachhoaxanh.com",""
"Thùng 24 chai nước tinh khiết Aquafina 500ml","Bia, nước giải khát","Nước suối","99.000₫","99000","","","24 chai","","","https://www.bachhoaxanh.com/nuoc-suoi-khoang/thung-24-chai-nuoc-tinh-khiet-aquafina-500ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/84816/bhx/1469307219-1_202507141428412761.jpg","assets\bhx-images\thung-24-chai-nuoc-tinh-khiet-aquafina-500ml.jpg","","bachhoaxanh.com",""
"Thùng 24 chai nước khoáng Vĩnh Hảo 500ml","Bia, nước giải khát","Nước suối","79.000₫","79000","","","24 chai","","","https://www.bachhoaxanh.com/nuoc-suoi-khoang/thung-24-chai-nuoc-khoang-vinh-hao-500ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/88068/bhx/thung-24-chai-nuoc-khoang-vinh-hao-500ml_202510151347105679.jpg","assets\bhx-images\thung-24-chai-nuoc-khoang-vinh-hao-500ml.jpg","","bachhoaxanh.com",""
"Thùng 12 chai nước khoáng La Vie vị dịu nhẹ 1.5 lít","Bia, nước giải khát","Nước suối","88.000₫","88000","","","12 chai","","","https://www.bachhoaxanh.com/nuoc-suoi-khoang/thung-12-chai-nuoc-khoang-la-vie-15-lit-vi-diu-nhe","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/336082/bhx/thung-12-chai-nuoc-khoang-la-vie-15-lit-vi-diu-nhe_202507031519229866.jpg","assets\bhx-images\thung-12-chai-nuoc-khoang-la-vie-vi-diu-nhe-1-5-lit.jpg","","bachhoaxanh.com",""
"Thùng 4 bình nước khoáng La Vie 5 lít","Bia, nước giải khát","Nước suối","99.000₫","99000","","","5 l","","","https://www.bachhoaxanh.com/nuoc-suoi-khoang/thung-4-chai-nuoc-khoang-la-vie-5-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/306897/bhx/thung-4-chai-nuoc-khoang-la-vie-5-lit_202511181625293007.jpg","assets\bhx-images\thung-4-binh-nuoc-khoang-la-vie-5-lit.jpg","","bachhoaxanh.com",""
"Thùng 4 bình nước tinh khiết Aquafina 5 lít","Bia, nước giải khát","Nước suối","116.000₫","116000","","","5 l","","","https://www.bachhoaxanh.com/nuoc-suoi-khoang/thung-4-chai-nuoc-tinh-khiet-aquafina-5-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/84815/bhx/84815-thumb_202508010912366251.jpg","assets\bhx-images\thung-4-binh-nuoc-tinh-khiet-aquafina-5-lit.jpg","","bachhoaxanh.com",""
"Lốc 6 lon tổ yến chưng đường phèn Win'snest 70ml","Bia, nước giải khát","Nước yến","189.000₫","189000","","","6 l","-16%","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-hu-to-yen-chung-san-duong-phen-winsnest-420ml","https://cdn.tgdd.vn/Products/Images/4585/232247/bhx/hop-6-hu-yen-chung-duong-phen-winsnest-70ml-202306211713403765.jpg","assets\bhx-images\loc-6-lon-to-yen-chung-duong-phen-win-snest-70ml.jpg","","bachhoaxanh.com",""
"Hộp 6 hũ tổ yến chưng sẵn đông trùng hạ thảo Red Nest 420ml","Bia, nước giải khát","Nước yến","129.000₫","129000","","","420ml","-55%","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-hu-to-yen-chung-san-dong-trung-ha-thao-red-nest-420ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/333213/bhx/hop-6-hu-to-yen-chung-san-dong-trung-ha-thao-red-nest-420ml_202507041520451214.jpg","assets\bhx-images\hop-6-hu-to-yen-chung-san-dong-trung-ha-thao-red-nest-420ml.jpg","","bachhoaxanh.com",""
"Hộp 6 túi nước yến trái cây NestGia Golden Kids vị việt quất 110ml","Bia, nước giải khát","Nước yến","57.000₫","57000","","","6 túi","","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-viet-quat-110ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/343057/bhx/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-viet-quat-110ml_202508291426542324.jpg","assets\bhx-images\hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-viet-quat-110ml.jpg","","bachhoaxanh.com",""
"Hộp 6 túi nước yến trái cây NestGia Golden Kids vị táo 110ml","Bia, nước giải khát","Nước yến","0₫","","","","6 túi","","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-tao-110ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/343054/bhx/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-tao-110ml_202508291415280891.jpg","assets\bhx-images\hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-tao-110ml.jpg","","bachhoaxanh.com",""
"Hộp 6 túi nước yến trái cây NestGia Golden Kids vị lựu 110ml","Bia, nước giải khát","Nước yến","57.000₫","57000","","","6 túi","","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-luu-110ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/343052/bhx/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-luu-110ml_202508291132050973.jpg","assets\bhx-images\hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-luu-110ml.jpg","","bachhoaxanh.com",""
"Hộp 6 túi nước yến trái cây NestGia Golden Kids vị lê 110ml","Bia, nước giải khát","Nước yến","0₫","","","","6 túi","","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-le-110ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/343050/bhx/hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-le-110ml_202508291108236693.jpg","assets\bhx-images\hop-6-tui-nuoc-yen-trai-cay-nestgia-golden-kids-vi-le-110ml.jpg","","bachhoaxanh.com",""
"Hộp 6 hũ nước yến đông trùng hạ thảo kỷ tử Song Yến 70ml","Bia, nước giải khát","Nước yến","249.000₫","249000","","","70ml","-14%","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-hu-nuoc-yen-dong-trung-ha-thao-ky-tu-song-yen-70ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/288525/bhx/1111_202501081115390745.jpg","assets\bhx-images\hop-6-hu-nuoc-yen-dong-trung-ha-thao-ky-tu-song-yen-70ml.jpg","","bachhoaxanh.com",""
"Hộp 6 hũ tổ yến chưng sẵn Sài Gòn Anpha 18% hương vani 70ml","Bia, nước giải khát","Nước yến","189.000₫","189000","","","70ml","-16%","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-hu-to-yen-chung-san-sai-gon-anpha-18-huong-vani-70ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/319329/bhx/319329_202410091606323387.jpg","assets\bhx-images\hop-6-hu-to-yen-chung-san-sai-gon-anpha-18-huong-vani-70ml.jpg","","bachhoaxanh.com",""
"Hộp 6 hũ tổ yến chưng sẵn Sài Gòn Anpha thượng hạng 29% hương vani 70ml","Bia, nước giải khát","Nước yến","189.000₫","189000","","","70ml","-16%","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-hu-to-yen-chung-san-sai-gon-anpha-thuong-hang-29-huong-vani-70ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/319328/bhx/319328_202410091501277616.jpg","assets\bhx-images\hop-6-hu-to-yen-chung-san-sai-gon-anpha-thuong-hang-29-huong-vani-70ml.jpg","","bachhoaxanh.com",""
"Tổ yến chưng đường phèn Win'snest 70ml","Bia, nước giải khát","Nước yến","30.500₫","30500","","","70ml","-30%","","https://www.bachhoaxanh.com/nuoc-yen/to-yen-chung-duong-phen-winsnest-70ml","https://cdn.tgdd.vn/Products/Images/4585/240634/bhx/to-yen-chung-duong-phen-winsnest-70ml-202308300939272528.jpg","assets\bhx-images\to-yen-chung-duong-phen-win-snest-70ml.jpg","","bachhoaxanh.com",""
"Tổ yến cho trẻ em chưng sẵn Win'snest Kid 70ml","Bia, nước giải khát","Nước yến","30.500₫","30500","","","70ml","-30%","","https://www.bachhoaxanh.com/nuoc-yen/to-yen-cho-tre-em-chung-san-winsnest-kid-70ml","https://cdn.tgdd.vn/Products/Images/4585/266321/bhx/to-yen-cho-tre-em-chung-san-winsnest-kid-70ml-202306211716544237.jpg","assets\bhx-images\to-yen-cho-tre-em-chung-san-win-snest-kid-70ml.jpg","","bachhoaxanh.com",""
"Hộp 6 hũ nước yến chưng sẵn Red Nest 70ml","Bia, nước giải khát","Nước yến","169.000₫","169000","","","70ml","-25%","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-hu-nuoc-yen-chung-san-red-nest-70ml","https://cdn.tgdd.vn/Products/Images/4585/328402/bhx/nuoc-yen-chung-san-red-nest-70ml-clone-202407291041482481.jpg","assets\bhx-images\hop-6-hu-nuoc-yen-chung-san-red-nest-70ml.jpg","","bachhoaxanh.com",""
"Hộp 6 hũ tổ yến chưng đông trùng hạ thảo Win'snest 70ml","Bia, nước giải khát","Nước yến","249.000₫","249000","","","70ml","-14%","","https://www.bachhoaxanh.com/nuoc-yen/hop-6-hu-to-yen-chung-dong-trung-ha-thao-winsnest-70ml","https://cdn.tgdd.vn/Products/Images/4585/296979/bhx/hop-6-hu-to-yen-chung-dong-trung-ha-thao-winsnest-70ml-202306211728467739.jpg","assets\bhx-images\hop-6-hu-to-yen-chung-dong-trung-ha-thao-win-snest-70ml.jpg","","bachhoaxanh.com",""
"Lốc 6 hũ tổ yến cho bé chưng sẵn Sài Gòn Anpha hương táo 70ml","Bia, nước giải khát","Nước yến","169.000₫","169000","","","70ml","-25%","","https://www.bachhoaxanh.com/nuoc-yen/nuoc-yen-sai-gon-anpha-kids-nest-huong-tao-hop-6","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/4585/112148/bhx/1469307043-1_202412251514076847.jpg","assets\bhx-images\loc-6-hu-to-yen-cho-be-chung-san-sai-gon-anpha-huong-tao-70ml.jpg","","bachhoaxanh.com",""
"Nước gạo rang Woongjin 1.5 lít","Bia, nước giải khát","Nước ép trái cây","61.000₫","61000","","","5 l","-10%","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-gao-rang-woongjin-morning-han-quoc-chai-1500m","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/165174/bhx/165174_202411200948174888.jpg","assets\bhx-images\nuoc-gao-rang-woongjin-1-5-lit.jpg","","bachhoaxanh.com",""
"Nước gạo hàn quốc OKF 1.5 lít","Bia, nước giải khát","Nước ép trái cây","39.000₫","39000","","","5 l","-36%","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-gao-han-quoc-okf-15-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/282407/bhx/282407_202411201431469275.jpg","assets\bhx-images\nuoc-gao-han-quoc-okf-1-5-lit.jpg","","bachhoaxanh.com",""
"Thạch uống trái cây Jelly vị táo 80ml","Bia, nước giải khát","Nước ép trái cây","10.000₫","10000","","","80ml","","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/thach-uong-trai-cay-jelly-vi-tao-80ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/337047/bhx/thach-uong-trai-cay-jelly-vi-tao-80ml_202504251417503180.jpg","assets\bhx-images\thach-uong-trai-cay-jelly-vi-tao-80ml.jpg","","bachhoaxanh.com",""
"Nước cam có tép Teppy 1 lít","Bia, nước giải khát","Nước ép trái cây","24.000₫","24000","","","1 l","","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-ep-teppy-pet-1l","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/79222/bhx/79222-2_202411200940551077.jpg","assets\bhx-images\nuoc-cam-co-tep-teppy-1-lit.jpg","","bachhoaxanh.com",""
"Nước cam ép Twister Tropicana 1 lít","Bia, nước giải khát","Nước ép trái cây","24.000₫","24000","","","1 l","","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-cam-ep-twister-cam-1-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/219795/bhx/nuoc-cam-ep-twister-cam-1-lit_202511201050253565.jpg","assets\bhx-images\nuoc-cam-ep-twister-tropicana-1-lit.jpg","","bachhoaxanh.com",""
"Lốc 10 túi thạch uống trái cây Jelly vị xoài 80ml","Bia, nước giải khát","Nước ép trái cây","50.000₫","50000","","","10 túi","","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/loc-10-tui-thach-uong-trai-cay-jelly-vi-xoai-80ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/338702/bhx/loc-10-tui-thach-uong-trai-cay-jelly-vi-xoai-80ml_202505271543518588.jpg","assets\bhx-images\loc-10-tui-thach-uong-trai-cay-jelly-vi-xoai-80ml.jpg","","bachhoaxanh.com",""
"Nước ép trái vải và nho trắng Malee 1 lít","Bia, nước giải khát","Nước ép trái cây","39.000₫","39000","","","1 l","-39%","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-ep-trai-vai-va-nho-trang-malee-1-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/325159/bhx/325159_202411201415324531.jpg","assets\bhx-images\nuoc-ep-trai-vai-va-nho-trang-malee-1-lit.jpg","","bachhoaxanh.com",""
"Nước ép lựu Juss 1 lít","Bia, nước giải khát","Nước ép trái cây","39.000₫","39000","","","1 l","-31%","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-ep-luu-juss-1-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/235284/bhx/235284_202411201338570584.jpg","assets\bhx-images\nuoc-ep-luu-juss-1-lit.jpg","","bachhoaxanh.com",""
"Nước ép nho Juss 1 lít","Bia, nước giải khát","Nước ép trái cây","39.000₫","39000","","","1 l","-31%","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-ep-nho-juss-1-lit","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/235287/bhx/235287_202411201339237072.jpg","assets\bhx-images\nuoc-ep-nho-juss-1-lit.jpg","","bachhoaxanh.com",""
"Nước trái cây vị đào có thạch Lof Kun 110ml","Bia, nước giải khát","Nước ép trái cây","6.200₫","6200","","","110ml","","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-trai-cay-vi-dao-co-thach-lof-kun-110ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/341865/bhx/nuoc-trai-cay-vi-dao-co-thach-lof-kun-110ml_202508041334301376.jpg","assets\bhx-images\nuoc-trai-cay-vi-dao-co-thach-lof-kun-110ml.jpg","","bachhoaxanh.com",""
"Nước trái cây vị nho có thạch Lof Kun 110ml","Bia, nước giải khát","Nước ép trái cây","6.200₫","6200","","","110ml","","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/nuoc-trai-cay-vi-nho-co-thach-lof-kun-110ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/341844/bhx/nuoc-trai-cay-vi-nho-co-thach-lof-kun-320ml_202508041042433239.jpg","assets\bhx-images\nuoc-trai-cay-vi-nho-co-thach-lof-kun-110ml.jpg","","bachhoaxanh.com",""
"Thạch uống trái cây Jelly vị cam 80ml","Bia, nước giải khát","Nước ép trái cây","10.000₫","10000","","","80ml","","","https://www.bachhoaxanh.com/nuoc-ep-trai-cay/thach-uong-trai-cay-jelly-vi-cam-80ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3265/338704/bhx/thach-uong-trai-cay-jelly-vi-cam-80ml_202505271547113867.jpg","assets\bhx-images\thach-uong-trai-cay-jelly-vi-cam-80ml.jpg","","bachhoaxanh.com",""
"Sữa trái cây Nutriboost hương dâu 1 lít","Bia, nước giải khát","Sữa trái cây","22.000₫","22000","","","1 l","-28%","","https://www.bachhoaxanh.com/sua-trai-cay/nuoc-ep-nuti-boost-dau-pet-1l","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/79219/bhx/79219-thumb-moi_202412181450579577.jpg","assets\bhx-images\sua-trai-cay-nutriboost-huong-dau-1-lit.jpg","","bachhoaxanh.com",""
"Sữa trái cây Nutriboost hương cam 1 lít","Bia, nước giải khát","Sữa trái cây","22.000₫","22000","","","1 l","-28%","","https://www.bachhoaxanh.com/sua-trai-cay/nuoc-ep-nuti-boost-cam-1l","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/79217/bhx/79217-thumb-moi_202412181451474681.jpg","assets\bhx-images\sua-trai-cay-nutriboost-huong-cam-1-lit.jpg","","bachhoaxanh.com",""
"Lốc 4 hộp Sữa trái cây Kun hương cam có thạch 170ml","Bia, nước giải khát","Sữa trái cây","33.000₫","33000","","","4 hộp","","","https://www.bachhoaxanh.com/sua-trai-cay/loc-4-hop-sua-trai-cay-kun-huong-cam-co-thach-170ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/332250/bhx/332250-thumb-moi_202412181646496829.jpg","assets\bhx-images\loc-4-hop-sua-trai-cay-kun-huong-cam-co-thach-170ml.jpg","","bachhoaxanh.com",""
"Lốc 4 hộp Sữa trái cây Kun hương dâu có thạch 170ml","Bia, nước giải khát","Sữa trái cây","33.000₫","33000","","","4 hộp","","","https://www.bachhoaxanh.com/sua-trai-cay/loc-4-hop-sua-trai-cay-kun-huong-dau-co-thach-170ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/331817/bhx/331817-thumb-moi_202412190942567532.jpg","assets\bhx-images\loc-4-hop-sua-trai-cay-kun-huong-dau-co-thach-170ml.jpg","","bachhoaxanh.com",""
"Lốc 4 hộp Thạch trái cây YoMost hương dâu 180ml","Bia, nước giải khát","Sữa trái cây","37.000₫","37000","","","4 hộp","","","https://www.bachhoaxanh.com/sua-trai-cay/loc-4-hop-thach-trai-cay-yomost-huong-dau-180ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/326942/bhx/loc-4-hop-thach-trai-cay-yomost-huong-dau-180ml_202510301332161319.jpg","assets\bhx-images\loc-4-hop-thach-trai-cay-yomost-huong-dau-180ml.jpg","","bachhoaxanh.com",""
"Lốc 4 hộp Sữa trái cây Kun hương dâu 180ml","Bia, nước giải khát","Sữa trái cây","29.500₫","29500","","","4 hộp","","","https://www.bachhoaxanh.com/sua-trai-cay/loc-4-hop-sua-trai-cay-kun-huong-dau-180ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/258293/bhx/loc-4-hop-sua-trai-cay-kun-huong-dau-180ml_202507281035250714.jpg","assets\bhx-images\loc-4-hop-sua-trai-cay-kun-huong-dau-180ml.jpg","","bachhoaxanh.com",""
"6 chai sữa trái cây Nutriboost hương bánh quy kem 297ml","Bia, nước giải khát","Sữa trái cây","65.000₫","65000","","","6 chai","","","https://www.bachhoaxanh.com/sua-trai-cay/6-chai-sua-trai-cay-nutriboost-huong-banh-quy-kem-297ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/310194/bhx/310194-thumb-moi_202412181653256246.jpg","assets\bhx-images\6-chai-sua-trai-cay-nutriboost-huong-banh-quy-kem-297ml.jpg","","bachhoaxanh.com",""
"Sữa trái cây Nutriboost hương bánh quy kem 297ml","Bia, nước giải khát","Sữa trái cây","11.800₫","11800","","","297ml","","","https://www.bachhoaxanh.com/sua-trai-cay/sua-trai-cay-nutriboost-huong-banh-quy-kem-297ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/310192/bhx/310192-thumb-moi_202412181449279348.jpg","assets\bhx-images\sua-trai-cay-nutriboost-huong-banh-quy-kem-297ml.jpg","","bachhoaxanh.com",""
"Thùng 24 túi Sữa trái cây Kun hương nho 110 ml","Bia, nước giải khát","Sữa trái cây","126.000₫","126000","","","24 túi","","","https://www.bachhoaxanh.com/sua-trai-cay/thung-24-tui-sua-trai-cay-lif-kun-huong-nho-110ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/216165/bhx/216165-1_202512090841087323.jpg","assets\bhx-images\thung-24-tui-sua-trai-cay-kun-huong-nho-110-ml.jpg","","bachhoaxanh.com",""
"6 chai Sữa trái cây Twister hương dâu 320ml","Bia, nước giải khát","Sữa trái cây","61.500₫","61500","","","6 chai","","","https://www.bachhoaxanh.com/sua-trai-cay/6-chai-sua-trai-cay-twister-huong-dau-290ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/211164/bhx/211164-thumb_202507281110369214.jpg","assets\bhx-images\6-chai-sua-trai-cay-twister-huong-dau-320ml.jpg","","bachhoaxanh.com",""
"Thùng 48 hộp Sữa trái cây Kun hương nho 180ml","Bia, nước giải khát","Sữa trái cây","325.000₫","325000","","","48 hộp","","","https://www.bachhoaxanh.com/sua-trai-cay/thung-48-hop-sua-trai-cay-lif-kun-huong-nho-180ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/204883/bhx/thung-48-hop-sua-trai-cay-lif-kun-huong-nho-180ml_202507251626470833.jpg","assets\bhx-images\thung-48-hop-sua-trai-cay-kun-huong-nho-180ml.jpg","","bachhoaxanh.com",""
"Lốc 4 hộp Sữa trái cây Kun hương nho 180ml","Bia, nước giải khát","Sữa trái cây","29.500₫","29500","","","4 hộp","","","https://www.bachhoaxanh.com/sua-trai-cay/loc-4-hop-sua-trai-cay-lif-kun-huong-nho-180ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2947/204882/bhx/loc-4-hop-sua-trai-cay-lif-kun-huong-nho-180ml_202507251628503353.jpg","assets\bhx-images\loc-4-hop-sua-trai-cay-kun-huong-nho-180ml.jpg","","bachhoaxanh.com",""
"Sirô Trinh hương trái cây 350ml","Bia, nước giải khát","Trái cây hộp, si rô","44.500₫","44500","","","350ml","","","https://www.bachhoaxanh.com/siro/si-ro-trinh-huong-trai-cay-chai-350ml","https://cdn.tgdd.vn/Products/Images/7579/193096/bhx/siro-trinh-huong-trai-cay-350ml-202205210921088101.jpg","assets\bhx-images\siro-trinh-huong-trai-cay-350ml.jpg","","bachhoaxanh.com",""
"Cà phê hòa tan 3in1 TNI King Coffee X3 324g (12 gói x 27g)","Bia, nước giải khát","Cà phê hoà tan","37.000₫","37000","","","324g","-50%","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/ca-phe-hoa-tan-3in1-tni-king-coffee-x3-324g-12-goi-x-27g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/358275/bhx/ca-phe-hoa-tan-3in1-tni-king-coffee-x3-324g-12-goi-x-27g_202510231536375934.jpg","assets\bhx-images\ca-phe-hoa-tan-3in1-tni-king-coffee-x3-324g-12-goi-x-27g.jpg","","bachhoaxanh.com",""
"Cà phê MacCoffee Café Phố 3 in 1 hương chồn 160g","Bia, nước giải khát","Cà phê hoà tan","34.500₫","34500","","","160g","","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/ca-phe-maccoffee-cafe-pho-3-in-1-huong-chon-160g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/339346/bhx/ca-phe-maccoffee-cafe-pho-3-in-1-huong-chon-160g_202506101458457739.jpg","assets\bhx-images\ca-phe-maccoffee-cafe-pho-3-in-1-huong-chon-160g.jpg","","bachhoaxanh.com",""
"Cà phê sữa đá Việt Nam Wake Up 240g (10 gói x 24g)","Bia, nước giải khát","Cà phê hoà tan","31.000₫","31000","","","240g","-50%","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/ca-phe-sua-da-viet-nam-wake-up-240g-10-goi-x-24g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/321227/bhx/321227_202411181049162738.jpg","assets\bhx-images\ca-phe-sua-da-viet-nam-wake-up-240g-10-goi-x-24g.jpg","","bachhoaxanh.com",""
"Cà phê sữa đá NesCafé nhân đôi sánh quyện 240g","Bia, nước giải khát","Cà phê hoà tan","43.000₫","43000","","","240g","","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/ca-phe-sua-da-3-in-1-nestcafe-hop-10-goi-x-20g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/156581/bhx/156581_202411180954238796.jpg","assets\bhx-images\ca-phe-sua-da-nescafe-nhan-doi-sanh-quyen-240g.jpg","","bachhoaxanh.com",""
"Cà phê sữa NesCafé 3 in 1 đậm vị cà phê 320g","Bia, nước giải khát","Cà phê hoà tan","61.000₫","61000","","","320g","","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/nescafe-dam-vi-17g-20-xanh","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/83462/bhx/83462_202411180953416535.jpg","assets\bhx-images\ca-phe-sua-nescafe-3-in-1-dam-vi-ca-phe-320g.jpg","","bachhoaxanh.com",""
"Cà phê sữa NesCafé 3 in 1 đậm đà hài hòa 320g","Bia, nước giải khát","Cà phê hoà tan","61.000₫","61000","","","320g","","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/nescafe-dam-da-17g-20-do","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/77350/bhx/77350_202411180936368125.jpg","assets\bhx-images\ca-phe-sua-nescafe-3-in-1-dam-da-hai-hoa-320g.jpg","","bachhoaxanh.com",""
"Cà phê sữa đá Ông Bầu 240g","Bia, nước giải khát","Cà phê hoà tan","40.000₫","40000","","","240g","-25%","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/ca-phe-sua-da-ong-bau-240g-10-goi-x-24g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/236453/bhx/236453_202411181029040132.jpg","assets\bhx-images\ca-phe-sua-da-ong-bau-240g.jpg","","bachhoaxanh.com",""
"Cà phê sữa MacCoffee Café Phố Gold 3in1 290g","Bia, nước giải khát","Cà phê hoà tan","55.000₫","55000","","","290g","","","https://www.bachhoaxanh.com/ca-phe-hoa-tan/ca-phe-sua-maccoffee-cafe-pho-gold-3in1-290g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2524/309454/bhx/309454_202411181046139362.jpg","assets\bhx-images\ca-phe-sua-maccoffee-cafe-pho-gold-3in1-290g.jpg","","bachhoaxanh.com",""
